https://cdn.meme.am/images/400x/138875.jpg	(no top text)	HEY U 
https://cdn.meme.am/images/400x/138875.jpg	(no top text)	call me back when you down?
https://cdn.meme.am/images/400x/138875.jpg	YU NO	CALL ME BACK?!!?
https://cdn.meme.am/images/400x/1016033.jpg	hombres	mujeres
https://cdn.meme.am/images/400x/567201.jpg	cant hear you	i'm too busy posting ponies
https://cdn.meme.am/images/400x/203665.jpg	THE TEMP	IS TOO DAMN HIGH
https://cdn.meme.am/images/400x/896248.jpg	Best friends always do things for each other	I can do anything you want me to for you.... Anything
https://cdn.meme.am/images/400x/554153.jpg	im a bitch	i love sex
https://cdn.meme.am/images/400x/47472.jpg	girl in thighhighs gets her head eaten off	save scene as your most precious fap material
https://cdn.meme.am/images/400x/1119839.jpg	ass	hat
https://cdn.meme.am/images/400x/225625.jpg	Dunno if trolling,	Or just stupid
https://cdn.meme.am/images/400x/269.jpg	too hot outside to work in my air-conditioned office	lol u mad workfags?
https://cdn.meme.am/images/400x/269.jpg	PJ	FOREVER ALONE
https://cdn.meme.am/images/400x/269.jpg	karina	is the best
https://cdn.meme.am/images/400x/269.jpg	WHY CANT I GET LAID?	FOREVER ALONE
https://cdn.meme.am/images/400x/269.jpg	Cant get laid	Forever alone
https://cdn.meme.am/images/400x/269.jpg	problem	congratulators?
https://cdn.meme.am/images/400x/269.jpg	LOL	U MAD BRO?
https://cdn.meme.am/images/400x/269.jpg	YORICK - LEONA	PROBLEM ?
https://cdn.meme.am/images/400x/269.jpg	(no top text)	U NAK ?
https://cdn.meme.am/images/400x/269.jpg	PROBLEM	Wiredquad?
https://cdn.meme.am/images/400x/473733.jpg	what would george washington do if he were alive today?	scream and scratch his coffin.
https://cdn.meme.am/images/400x/473733.jpg	what's black and hangs from trees in my backyard?	blackberries.
https://cdn.meme.am/images/400x/473733.jpg	what's worse than your dad dying in a car crash?	your mom being in the same car.
https://cdn.meme.am/images/400x/1438.jpg	(no top text)	angel 
https://cdn.meme.am/images/400x/580816.jpg	hey guys	did you know you can play snake on youtube now?
https://cdn.meme.am/images/400x/20.jpg	MESH WITH DEFAULTS	TRUST RESULTS
https://cdn.meme.am/images/400x/20.jpg	FRIDAY?	START NEW PROJECT
https://cdn.meme.am/images/400x/20.jpg	TODOS SON PIOLAS	Y MAS CON 95 DE GOMAS
https://cdn.meme.am/images/400x/439720.jpg	Tide comes in and out	gravitaitonal force by the moon
https://cdn.meme.am/images/400x/439720.jpg	economy in a state of emergency	shit happens, no ones fault.
https://cdn.meme.am/images/400x/439720.jpg	teleprompter not working	take a break with co-workers and drink some coffee
https://cdn.meme.am/images/400x/439720.jpg	Pretends to be conservative, blames Tea Party for debt woes	You can't explain that!
https://cdn.meme.am/images/400x/439720.jpg	teleprompter not working	takes break with co-workers and drinks some coffee
https://cdn.meme.am/images/400x/439720.jpg	someone makes a valid argument	doesn't scream and yell
https://cdn.meme.am/images/400x/439720.jpg	argues on show	uses valid logic 
https://cdn.meme.am/images/400x/439720.jpg	argues on show	uses acceptable logic
https://cdn.meme.am/images/400x/439720.jpg	presents a possible view of the opposing side	actually a legitimate view
https://cdn.meme.am/images/400x/439720.jpg	Bill O'Reilly	successful troll is successful
https://cdn.meme.am/images/400x/9351.jpg	test	test
https://cdn.meme.am/images/400x/9351.jpg	I READ THE HUNGER GAMES	BEFORE IT WAS POPULAR
https://cdn.meme.am/images/400x/2485.jpg	i dont always call greg black	but when i do i say hes the darker than a nigger at night
https://cdn.meme.am/images/400x/2485.jpg	I don't always send birthday wishes...	But when I do, it's because it's your birthday.
https://cdn.meme.am/images/400x/2485.jpg	a	a
https://cdn.meme.am/images/400x/2485.jpg	I may not always have sex with a mother	but when i do it's always with brian's mom
https://cdn.meme.am/images/400x/2485.jpg	I DON'T ALWAYS BLOW A DUDE	BUT WHEN I DO IT'S MYSELF
https://cdn.meme.am/images/400x/2485.jpg	i dont always whip out my dick in sub-zero temperatures                         	but when i do, it's for emma watson               
https://cdn.meme.am/images/400x/2485.jpg	I DON'T ALWAYS TALK ABOUT HIMSELF IN THIRD PERSON	BUT WHEN I DO, I JUST DID
https://cdn.meme.am/images/400x/2485.jpg	i don't always complain about the weather	but when i do, i'm in canada
https://cdn.meme.am/images/400x/2485.jpg	I DONT ALWAYS BUY MY GF A BOQUET	BUT WHEN I DO, ITS BIGGER THAN HER
https://cdn.meme.am/images/400x/2485.jpg	I DONT ALWAYS BUY MY GF A BOUQUET	BUT WHEN I DO, ITS BIGGER THAN SHE IS
https://cdn.meme.am/images/400x/966.jpg	(no top text)	You're Old!
https://cdn.meme.am/images/400x/1031.jpg	I gots the meaning of life	Facebook
https://cdn.meme.am/images/400x/528461.jpg	Character hangs out with scientists	squeak every time you drive by a laboratory IRL
https://cdn.meme.am/images/400x/528461.jpg	Character plays violin	find yourself humming Vivaldi concertos on a regular basis
https://cdn.meme.am/images/400x/528461.jpg	New message; smile in bliss thinking your RP partner's on early...	\"Oh. It's you.\" 
https://cdn.meme.am/images/400x/528461.jpg	The character that's been flirting with your partner suddenly becomes single	publicly spam your partner with romantic rp's
https://cdn.meme.am/images/400x/528461.jpg	Character's dating a doctor	character gets more sick in one week than in the last five years.
https://cdn.meme.am/images/400x/528461.jpg	Final Fantasy VII Roleplay: 	there is always the exact Materia you need in your pocket
https://cdn.meme.am/images/400x/528461.jpg	Character starts hanging out with scientists	squeal every time you drive by a laboratory
https://cdn.meme.am/images/400x/528461.jpg	Character gets a tattoo	Find yourself considering the same one
https://cdn.meme.am/images/400x/528461.jpg	Gravitation Roleplay:	no music is performed. Ever. 
https://cdn.meme.am/images/400x/528461.jpg	RP partner's account gets disabled	rage OOC on every social networking site you're part of 
https://cdn.meme.am/images/400x/528461.jpg	Character gets into a fistfight 	OOC you're on another thread talking about music you both like 
https://cdn.meme.am/images/400x/528461.jpg	Start solving problems with	\"what would my character do?\"
https://cdn.meme.am/images/400x/528461.jpg	New character hits on you: \"I'm flattered!\"	new character hits on your partner: \"YOU WHORE!!!\"
https://cdn.meme.am/images/400x/1132.jpg	ff	ff
https://cdn.meme.am/images/400x/1132.jpg	see bad comment about sony	freak out
https://cdn.meme.am/images/400x/1132.jpg	see negative comment about sony	freak out
https://cdn.meme.am/images/400x/1132.jpg	Tape your lap top's cam	So that no-one watches you
https://cdn.meme.am/images/400x/1436.jpg	Jay-Z Has 99 Problems	Test tomorrow has 120 questions. Study Now!
https://cdn.meme.am/images/400x/6455.jpg	gehalt aufm konto	sofort am 1. wochenende ausrasten und alle drogen auf einmal nehmen
https://cdn.meme.am/images/400x/5840.jpg	(no top text)	gen_leader
https://cdn.meme.am/images/400x/5840.jpg	Leader election?	I don't think so
https://cdn.meme.am/images/400x/108785.jpg	Yo dawg	i heard you like the game so i put a game in your game so you can lose the game while you lose the game
https://cdn.meme.am/images/400x/108785.jpg	yo dawg	i put a game in your game so you can lose the game while you lose the game
https://cdn.meme.am/images/400x/108785.jpg	YO DAWG	U NOT WINNING, LOL
https://cdn.meme.am/images/400x/108785.jpg	(no top text)	Yo dawg, I herd u like washing. So, we put a washer in yo washer, so you can wash while you wash.
https://cdn.meme.am/images/400x/108785.jpg	Yo Dawg...I heard you like staph so i put some staph	so i put some staph in your staph so you can staph while you staph
https://cdn.meme.am/images/400x/108785.jpg	Yo Dawg... I heard you like game of thrones...	So I put the game of thrones in a game of thrones
https://cdn.meme.am/images/400x/42.jpg	small horse of any of several breeds, usually not higher at the shoulder than 14 1 / 2  hands (58 in./146 cm) in my possession	union or fellowship arising from common responsibilities and interests, as between members of a group or between classes or peoples is the art of producing a desired effect or result through the use of incantation or various other techniques that presumably assure human control of supernatural agencies 
https://cdn.meme.am/images/400x/42.jpg	U NEED	MOAR WIN
https://cdn.meme.am/images/400x/42.jpg	ahhhhhhh	you've just lost the game
https://cdn.meme.am/images/400x/307552.jpg	Turn Imaginary Friend Real	Marry him when you grow up
https://cdn.meme.am/images/400x/233930.jpg	Shut up shut up	you hear that?
https://cdn.meme.am/images/400x/89714.jpg	LINE TO WATERFOUNTAIN	BETTER DRINK MY OWN PISS
https://cdn.meme.am/images/400x/89714.jpg	\"Mexican sewer water on tap\"	Better drink my own piss
https://cdn.meme.am/images/400x/89714.jpg	JOIN GOOGLE PLUS	BETTER DRINK MY OWN PISS
https://cdn.meme.am/images/400x/89714.jpg	Moon's falling down	Better drink my own piss
https://cdn.meme.am/images/400x/995994.jpg	Get a good groove going	SLOW DOWN! It's too fast for nu metal
https://cdn.meme.am/images/400x/559854.jpg	be able to tell the writers` age from their fic	feel old
https://cdn.meme.am/images/400x/24564.jpg	Why is this website always calling us N-words?	It's not funny!! what have we done wrong?
https://cdn.meme.am/images/400x/24564.jpg	(no top text)	Get at me rob
https://cdn.meme.am/images/400x/985864.jpg	Can't see your feet?	I can.
https://cdn.meme.am/images/400x/985864.jpg	yes	no
https://cdn.meme.am/images/400x/985864.jpg	Posing in the mirror with the door cracked?	YOU LOOK GREAT.
https://cdn.meme.am/images/400x/166088.jpg	ellen page	y u no holding my hand?
https://cdn.meme.am/images/400x/166088.jpg	GEZ	Y U NO STOP SENDING  ENTRY FORMS?
https://cdn.meme.am/images/400x/166088.jpg	ellen page	y u no holding my hand?
https://cdn.meme.am/images/400x/166088.jpg	GEZ	Y U NO STOP SENDING  ENTRY FORMS?
https://cdn.meme.am/images/400x/166088.jpg	zooey deschanel	y u no kissing me?
https://cdn.meme.am/images/400x/166088.jpg	zooey deschanel	y u no kissing me?
https://cdn.meme.am/images/400x/166088.jpg	DISHES	Y U NO WASH YOURSELVES
https://cdn.meme.am/images/400x/166088.jpg	alice glass	y u no sharing your heroin?
https://cdn.meme.am/images/400x/166088.jpg	Lion	y u no like 4 finger gesture?
https://cdn.meme.am/images/400x/166088.jpg	DISHES	Y U NO WASH YOURSELVES
https://cdn.meme.am/images/400x/166088.jpg	CAITLYN	Y U WEAR FUNNY HAT
https://cdn.meme.am/images/400x/166088.jpg	JULIE	Y U NO VOTE FOR GERBER BABY
https://cdn.meme.am/images/400x/166088.jpg	Stirman	why you no man?
https://cdn.meme.am/images/400x/166088.jpg	DEVIN DOOLIN	Y U NO GIVE MESOS
https://cdn.meme.am/images/400x/166088.jpg	bladder	y u no emptying now?
https://cdn.meme.am/images/400x/166088.jpg	CHRIS	Y U NO LIVE CLOSER TO HERE SO WE CAN WATCH FILMS AND RAIN WALK MORE TIMES? 
https://cdn.meme.am/images/400x/166088.jpg	Lion	y u no like 4 finger gesture?
https://cdn.meme.am/images/400x/166088.jpg	Y U NO	DECENTS PROFILE PICTURES?
https://cdn.meme.am/images/400x/166088.jpg	HANGOVER	Y U NO GO AWAY?
https://cdn.meme.am/images/400x/166088.jpg	JACOB BENNER	Y U NO ANSWER CHATS
https://cdn.meme.am/images/400x/166088.jpg	Pai	Pare De Me Trollar!
https://cdn.meme.am/images/400x/166088.jpg	SYDNIE PONYO 	Y U NO LEIK ME?!?!
https://cdn.meme.am/images/400x/166088.jpg	GAIZ	Y U NO POST IC
https://cdn.meme.am/images/400x/166088.jpg	POLICE	Y U NO STOP PULLING ME OVER
https://cdn.meme.am/images/400x/166088.jpg	I.B. PROGRAM	Y U GIVE SUMMER WORK?!
https://cdn.meme.am/images/400x/166088.jpg	DAVID	Y U NO.....BEER AND WINGS
https://cdn.meme.am/images/400x/166088.jpg	black people	y u wear jeans?
https://cdn.meme.am/images/400x/166088.jpg	Y U NO	WINNING
https://cdn.meme.am/images/400x/166088.jpg	Karen Law	Y U No Retire Yet? U Call Back When Smart, OK?
https://cdn.meme.am/images/400x/166088.jpg	Karen Law	Y U No Leave Peter Alone?
https://cdn.meme.am/images/400x/166088.jpg	WORK	Y U NO HAVE WINGS AND BEER
https://cdn.meme.am/images/400x/166088.jpg	VAN	Y U NO ANSWER MY FACEBOOK MESSAGE
https://cdn.meme.am/images/400x/166088.jpg	WORK	Y U NO HAZ WINGS AND BEER
https://cdn.meme.am/images/400x/166088.jpg	STEFI	Y U NO ONLINE!?
https://cdn.meme.am/images/400x/166088.jpg	GUY	WHY YOU PROCRASTINATE?
https://cdn.meme.am/images/400x/166088.jpg	WORK	Y U NO HAZ WINGS AND BEER?
https://cdn.meme.am/images/400x/166088.jpg	WORK	Y U NO HAZ WINGS AND BEER?
https://cdn.meme.am/images/400x/166088.jpg	Karen Law	Y U No Die Yet?
https://cdn.meme.am/images/400x/166088.jpg	Karen Law	Y U No Stop Talking?
https://cdn.meme.am/images/400x/166088.jpg	RYAN GRISE	Y U NO HAVE MATCHING SOCKS?
https://cdn.meme.am/images/400x/166088.jpg	Y U NO	LOVE MEH?!
https://cdn.meme.am/images/400x/166088.jpg	MIKEY D	Y U NO HAVE BIGGER MUSTACHE?
https://cdn.meme.am/images/400x/166088.jpg	Dianana	why you no like game?
https://cdn.meme.am/images/400x/166088.jpg	dianana	why u no like game?
https://cdn.meme.am/images/400x/166088.jpg	harry potter	y u no die?
https://cdn.meme.am/images/400x/166088.jpg	dianana	why u no like game?
https://cdn.meme.am/images/400x/166088.jpg	RYAN MURTHA	Y U NO HAVE NECK BEARD?
https://cdn.meme.am/images/400x/166088.jpg	Alan	y u no like sarah's funnies?
https://cdn.meme.am/images/400x/166088.jpg	GUY FIERI	Y U NO DISLIKE ANYTHING YOU TASTE EVER?
https://cdn.meme.am/images/400x/166088.jpg	Hey	Y U No STFU???
https://cdn.meme.am/images/400x/166088.jpg	alan	y u no like sarah funnies?
https://cdn.meme.am/images/400x/166088.jpg	TUMBLR	Y U NO LIEK MY POST?
https://cdn.meme.am/images/400x/166088.jpg	Persia	Y U No Exist?
https://cdn.meme.am/images/400x/166088.jpg	(no top text)	y u no nice?
https://cdn.meme.am/images/400x/166088.jpg	Molly	Y U No Talk To Me?!?!?
https://cdn.meme.am/images/400x/166088.jpg	WAJOS MAN	Y U NO GIVE ME ALC!!!!
https://cdn.meme.am/images/400x/166088.jpg	MARCO	Y U ONLY HAVE FOUR FINGERS?
https://cdn.meme.am/images/400x/166088.jpg	Karen	Y U No STFU?
https://cdn.meme.am/images/400x/166088.jpg	Kenneth 	Y u no go home
https://cdn.meme.am/images/400x/166088.jpg	HAIR STYLISTS	Y U NO HAVE DECENT HAIR?
https://cdn.meme.am/images/400x/166088.jpg	por que tenes que decir 	joro?!
https://cdn.meme.am/images/400x/166088.jpg	GAMERS FIRST	Y U NO FIX APB
https://cdn.meme.am/images/400x/166088.jpg	bo jackson	y u no stay awake in tinychat
https://cdn.meme.am/images/400x/166088.jpg	NACA STAFF	Y U NO LISTEN?!
https://cdn.meme.am/images/400x/166088.jpg	FARES	Y U NO COLLECT?
https://cdn.meme.am/images/400x/166088.jpg	BUSH	Y U NO stay quiet?
https://cdn.meme.am/images/400x/166088.jpg	PAGE	Y U NO TALK TO ME
https://cdn.meme.am/images/400x/166088.jpg	Bush	Y U NO stay quiet?
https://cdn.meme.am/images/400x/166088.jpg	LOLWUT	360 NOSCOPE HITMARKER?
https://cdn.meme.am/images/400x/166088.jpg	Bush	Y U NO shut up?
https://cdn.meme.am/images/400x/166088.jpg	SCOTT GRANT	Y U NO SELL ME CAR
https://cdn.meme.am/images/400x/166088.jpg	Kelsey	Why u no wanna have fun?
https://cdn.meme.am/images/400x/166088.jpg	MARK	Y U NO STOP DOIN DOPE
https://cdn.meme.am/images/400x/166088.jpg	Kelsey	Y U No wanna have fun?
https://cdn.meme.am/images/400x/166088.jpg	Heat wave	y u no chill out
https://cdn.meme.am/images/400x/166088.jpg	TUMBLR Y U NO	REBLOG ASKS?
https://cdn.meme.am/images/400x/779914.jpg	Go see Winnie the Pooh movie	Cry twice before movie even starts
https://cdn.meme.am/images/400x/699717.jpg	Post NSFW in SFW?	It was an accident, wrong section buddy
https://cdn.meme.am/images/400x/227539.jpg	Talk shit about apple and their products	own an ipod
https://cdn.meme.am/images/400x/227539.jpg	talks shit about apple and their products	owns an ipod
https://cdn.meme.am/images/400x/983.jpg	Don't get invite to summercamp	Set up a tent in my bedroom
https://cdn.meme.am/images/400x/165718.jpg	na niewidocznym siedzi	ninja jebany
https://cdn.meme.am/images/400x/165718.jpg	do zsrr jado	globtrotery jebane
https://cdn.meme.am/images/400x/356588.jpg	You thought Inception was confusing?	That's Adorable 
https://cdn.meme.am/images/400x/356588.jpg	You want to show me a cool video?	I saw that 2 weeks ago, good try though.
